,Hospital Name,Hospital Address,City Name,Pin Code,State,Hospital Type,Contact Number
5455,SEN HOSPITAL - Chennai,"Old 15 , 51th Road, Bander Garden Street, Perambur", CHENNAI, 600011, TAMIL NADU, Other, [044]42769724 V/ 25586896
5456,SRI NARAYANI HOSPITAL & RECERCH CENTRE - VELLORE,"THIRUMALIKODI, SRIPURAM , NEAR SRIPURAM GOLDEN TEMPLE", VELLORE, 632055, TAMIL NADU, Other, [0416]2206340
5457,"NIRMAL'S EYE HOSPITAL-WEST TAMBARAM, CHENNAI","108/5, AYYASAMY STREET, WEST TAMBARAM,", CHENNAI, 600045, TAMIL NADU, PPN, [044]22266123
5458,"SINUS AND NOSE HOSPITAL - Mylapore, Chennai","35 A, Santhome High Road,", CHENNAI, 600004, TAMIL NADU, PPN, [044]24984474/24986886
5459,LAKSHMANA MULTISPECIALITY HOSPITAL - MADURAI,"23 , TPK MAIN ROAD,PYKARA,", MADURAI, 625004, TAMIL NADU, PPN, [0452 ]0452-2371369
5460,A.V. Hospitals - Chennai,"NO:172, SOLAIAPPAN STREET,OLD WASHERMENPET", CHENNAI, 600021, TAMIL NADU, PPN, [044]25986291/25954786/25955859
5461,CHRISTUDAS ORTHOPAEDIC SPECIALITY HOSPITAL - Chennai,"No. 9, Duraiswamy Nagar, (Iaf) Road, East Tambaram", CHENNAI, 600059, TAMIL NADU, PPN, [044]22790340 / 22391577 / 1579 / 22361758
5462,"VASAN EYE CARE HOSPITAL - ANNA NAGAR,MADURAI","No:342, 80 Feet Road,", MADURAI, 625020, TAMIL NADU, PPN, [0452]4089000
5463,NITHILAA NURSING HOME - MADURAI,"72,T.P.K.ROAD, OPP. to KUMARAGAM KOVIL, PALANGANATHAM", MADURAI, 625003, TAMIL NADU, PPN, [0452]2372113
5464,DEVADOSS MULTISPECIALITY HOSPITAL - MADURAI,"75/1, ALAGAR KOIL,MAIN ROAD, SURVEYOR COLONY,OPP DISTRICT COMMISSIONER OF POLICE OFFICER,", MADURAI, 625007, TAMIL NADU, PPN, [0452]4521000
5465,"MAHALAKSHMI HOSPITAL (MAHA CRITICAL SPECIALITY DIVISION)-AMBATTUR, CHENNAI","NO.37, M.T.H.ROAD, NEAR RAKKI THEATRE", CHENNAI, 600053, TAMIL NADU, Other, [044]26581060
5466,SRI RAGHAVENDRA HOSPITAL-CHENNAI,"NO :87/25 A , NORTH PARK STREET , AMBATTUR ,", CHENNAI, 600053, TAMIL NADU, PPN, [044]26571500
5467,RAKSHITH HOSPITAL - CHENNAI,"153, ARCOT ROAD, VALASARAVAKKAM, CHENNAI- 600 087", CHENNAI, 600087, TAMIL NADU, PPN, [044]42729999
5468,AISHWARIYA MEDICAL FOUNDATION,"NO :03,IYYAPPA NAGAR , 200 ROAD , KOLATHUR", CHENNAI, 600099, TAMIL NADU, PPN," [044]26501484 , 26501485 , 8056152523"
5469,ADITYA HOSPITAL - KILPAUK,"No 7, Barnaby Road, Kilpuk", CHENNAI, 600010, TAMIL NADU, Other, [044]26411450
5470,JAYA HOSPITALS - Sriperumbudur,"No-3, Car Street, Kothanda Nagar, Kothandanadar Nagar", SRIPERUMBUDUR, 602105, TAMIL NADU, Other, [044]27163133/27163577/ 9842332443
5471,BALAJI HOSPITAL - Chengalpattu,"14, Varadanar Street, Vedachala Nagar,", CHENGALPATTU, 603001, TAMIL NADU, PPN, [044]27431466
5472,KMC SPECIALITY HOSPITALS (I) LTD.,"No. 6, Royal Road , Cantonment, Central Bus Stand Infantry BN", TRICHY, 620001, TAMIL NADU, PPN, [0431]4000661 / 4077777 / 2415660 / 2415665 / 2415666
5473,SRI RAMAKRISHNA HOSPITAL - Coimbatore,"395, Sarojini Naidu Road", COIMBATORE, 641044, TAMIL NADU, Other, [0422]4500159
5474,VINAYAKA MISSION HOSPITAL - Salem,"Sankari Main Road (Nh-47), Veerapandi Post", SALEM, 636308, TAMIL NADU, Other, [0427]3982000 / 250
5475,BILLROTH HOSPITALS R.A.PURAM LTD.(CHENNAI KALIAPPA HOSPITAL) - Chennai,"43, Second Main Road, Raja Annamalaipuram", CHENNAI, 600028, TAMIL NADU, Other, [044]24936390 /24641111
5476,VELACHERY K. S. HOSPITAL - Chennai,"No-14, 10th Cross Street,, A.G. S. Colony, Velachery", CHENNAI, 600042, TAMIL NADU, PPN, [044]65288090
5477,RAMVEL HOSPITAL - Coimbatore,"13 / 1 Bharathi Nagar, Uppilipalayam (Post)", COIMBATORE, 641015, TAMIL NADU, Other, [0422]2594949
5478,CHENNAI MEENAKSHI MULTISPECIALITY HOSPITAL LTD - Chennai,"No 148, Luz Church Road, Mylapore", CHENNAI, 600004, TAMIL NADU, Other, [044]42938938
5479,THIRUVENGDAM HOSPITAL - Virudhunagar,"66-T -1, , Ramamoorthy Road", VIRUDHUNAGAR, 626001, TAMIL NADU, Other, [04562]242565 / 267565
5480,C. K. HOSPITAL - Erode,"41, Balasubbarayalu Street", ERODE, 638001, TAMIL NADU, Other, [0424]2269635 / 2261448
5481,THE BEST HOSPITAL PVT. LTD - Chennai,"9, Vellala Street, Kodambakkam", CHENNAI, 600024, TAMIL NADU, Other, [044]24832777/ 2781 / 1407
5482,ARATHANA ORTHO CENTRE - POLLACHI,"120 C, Coimbatore Road", POLLACHI, 642002, TAMIL NADU, PPN, [04259]324040
5483,DR. KAMAKSHI MEMORIAL HOSPITAL - Chennai,"#1 Radial Road, Pallikaranai,", CHENNAI, 600100, TAMIL NADU, PPN, [044]66300300/22468200 / 22463272
5484,M. V. EYE CARE CENTRE - COIMBATORE,"No. 10, Kalidas Road", COIMBATORE, 641009, TAMIL NADU, Other, [0422]2231260
5485,DEEPTHI HOSPITAL - Namakkal,"31-A, Mohanur Road, Namakkal,", NAMAKKAL, 637001, TAMIL NADU, Other, [04286]222396 / 9443377452
5486,GALAXY HOSPITAL - Tirunelveli,"11o E / 20 / 1, North By Pass Road, Vannarpet", TIRUNELVELI, 627003, TAMIL NADU, PPN, [0462]2501951 / 2501952
5487,SRI KUMARAN HOSPITAL - A UNIT OF SRI KUMARAN MEDICAL CENTER (P) LTD - Tirupur,"774 - P. N. Road, Near Nre Bus Stand", TIRUPUR, 641602, TAMIL NADU, PPN, [0421]4330000 / 2478787
5488,DR.A. GOVINDARAJAN EYE HOSPITALS - Tiruchirapalli,"NO:6,OFFICERS COLONY,PUTHUR,TIRUCHIRAPPALLI-620017", TRICHY, 620017, TAMIL NADU, Other, [0431]2792901
5489,VIJAYAKUMAR HOSPITAL - Kanyakumari,"Swamiyarmadam, Kattathurai", KANYAKUMARI, 629158, TAMIL NADU, Other, [04651]2750445
5490,SRI BALA MEDICAL CENTRE AND HOSPITAL - Coimbatore,"901, Trichy Road, Ramanathapuram", COIMBATORE, 641045, TAMIL NADU, Other, [0422]2316572 / 2323456
5491,KRISHNA EYE AND ENT HOSPITAL - Chennai,"No. 39 / 17 , Burkit Road, T. Nagar", CHENNAI, 600017, TAMIL NADU, PPN, [044]24355242
5492,Sree Saran Medical Centre - Tirupur,"Poyampalayam Bus Stop, Sneha Nagar, P. N. Road", TIRUPUR, 641602, TAMIL NADU, Other, [0421]2485455 / 2486455 / 09443347975
5493,SHEPHERD NURSING HOME - Chennai,"19, Kumaran Nagar Main Road, Peravallur", CHENNAI, 600082, TAMIL NADU, Other, [044]25566888 / 09940143666
5494,SREE RENGA HOSPITAL - Chengalpattu,"No. 12 Varada Reddy Street, Vedachala Nagar", CHENGALPATTU, 603001, TAMIL NADU, Other, [044]27432240/ 27431544
5495,MIOT HOSPITALS - Chennai,"4 / 112 , Mount Poonamallee Road, Manapakkam, Chennai, Tamil Nadu - 600089", CHENNAI, 600089, TAMIL NADU, PPN, [044]22492288
5496,THE MADRAS MEDICAL MISSION - Chennai,"4 A , Dr. J. J. Nagar, Mogappair", CHENNAI, 600037, TAMIL NADU, Other, [044]26561801 / 26565906 / 26565961 / 26565991
5497,ST. JOSEPH HOSPITAL - Chennai,"No: 57&58, Thiruveethiamman Koil 1st Street,Porur,", CHENNAI, 600116, TAMIL NADU, Other, [044]24827580 / 24827581
5498,C M HOSPITAL - Namakkal,"2, Gandhi Nagar, Mohanur Road,", NAMAKKAL, 637001, TAMIL NADU, Other, [04286]220800
5499,THIRAVIAM ORTHOPAEDIC HOSPITAL - Nagercoil,"2 / 191, Thirunelveli Main Road, Ozhuginasery Bridge, Thirupathhisaram", NAGERCOIL, 629001, TAMIL NADU, Other, [04652]276607 / 277567
5500,AARTHI HOSPITAL - Kovilpatti,60 - Santhaiprttai Road, KOVILPATTI, 628503, TAMIL NADU, Other, [04632]221346 / 47
5501,M. R.HOSPITAL - Chennai,"No. 20, Govindan Street, Ayyavoo Naidu Colony, Aminjikarai", CHENNAI, 600029, TAMIL NADU, PPN, [044]23633317
5502,APOLLO LOGA HOSPITALS - Karur,"Allwyn Nagar, Kovai Road", KARUR, 639002, TAMIL NADU, Other, [04324]241900 / 901
5503,APOLLO SPECIALITY HOSPITALS - Chennai,"No. 320, Mount Road, Padma Complex , Nandanam", CHENNAI, 600035, TAMIL NADU, Other, [044]24336119 / 24331741 / 24336120
5504,APOLLO HOSPITALS ENTERPRISES LIMITED -Chennai,"No. 21, Greams Lane, Greams Road, Chennai - 600006,,,..", CHENNAI, 600006, TAMIL NADU, Other, [044]28296022 ....
5505,APOLLO HOSPITALS - TONDIARPET - Chennai,"No. 646, T. H. Road, Tondiarpet", CHENNAI, 600081, TAMIL NADU, Other, [044]25913333
5506,APOLLO FIRST MED HOSPITAL - Chennai,"#154 , P. H. Road , Kilpauk", CHENNAI, 600010, TAMIL NADU, Other, [044]28211111 / 28212222
5507,VIJAIS NURSING HOME - Chennai,"39, West Rd, , West C.I.T. Nagar", CHENNAI, 600035, TAMIL NADU, Other, [044]24338245/6795
5508,KIRUBA HOSPITAL - Salem,Rajaji Road, SALEM, 636007, TAMIL NADU, Other, [0427]2315160 / 2317260
5509,R. K. EYE CENTRE - Chennai,"14/20 Chari Stree,, Off North Usman Road , T. Nagar", CHENNAI, 600017, TAMIL NADU, Other, [044]28142287 / 28141585
5510,KEDAR HOSPITAL - Chennai,"19,Mugalivakkam Main Rd, Opp.S & S. Switch Gear Co.", CHENNAI, 600116, TAMIL NADU, PPN, [044]22523407
5511,SUGAM HOSPITAL - CHENNAI,"349 THIRUVOTTIYUR HIGH ROAD,THIRUVOTTIYUR", CHENNAI, 600019, TAMIL NADU, PPN, [044]40506070
5512,AMARAVATHI HOSPITAL,"74, Ramanujam Nagar, Kovai Road", KARUR, 639002, TAMIL NADU, Other, [04324]231597 / 231333 / 09843026597
5513,ARAVIND EYE HOSPITAL - Coimbatore,"Opp. P.S.G. Arts College, Avinashi Road", COIMBATORE, 641014, TAMIL NADU, PPN, [0422]murthy-0422-4360400
5514,DEEPAM HOSPITAL - Coimbatore,"687, Trichy Road, Opp. Alvevnia School, Ramanathapuram", COIMBATORE, 641045, TAMIL NADU, Other, [0422]2311574
5515,SRI VENKATESHWARAA MEDICAL COLLEGE HOSPITAL AND RESEARCH CENTRE - PONDICHERRY,Pondy - Villupuram Main Road, VILLUPURAM, 605102, TAMIL NADU, Other, [0413]2644482 / 2644045
5516,"VASAN EYE CARE HOSPITAL - ANNAMALAI NAGAR,Trichy","No: 10 , Annamalai Nagar", TRICHY, 620019, TAMIL NADU, PPN, [0431]431-3989060
5517,UDHI EYE HOSPITAL - Chennai,"No-9 , Murrays Gate Rd,, Alwarpet", CHENNAI, 600018, TAMIL NADU, PPN, [044]4218842 / 42188843
5518,KUMARAN HOSPITALS PVT. LTD. - CHENNAI,"214, P.H.Road", CHENNAI, 600010, TAMIL NADU, PPN, [044]42956777
5519,BHARATHI RAJAA SPECIALITY HOSPITAL - Chennai,"No. 20, G. N. Chetty Road, T Nagar", CHENNAI, 600017, TAMIL NADU, Other, [044]28345300 / 28345301
5520,REVATHI MEDICAL CENTER - Tirupur,"10, Valayankadu Main Road, Kumar Nagar", TIRUPUR, 641603, TAMIL NADU, Other, [0421]4332200 / 4332211
5521,K. S. HOSPITAL - Dharmapuri,"1, C. K. Srinivasa Rao Street", DHARMAPURI, 636701, TAMIL NADU, Other, [04342]261948
5522,SRI VENKATESHWARAS C.M.HOSPITAL - Chennai,"1, 47th Street, 5th Main Rd, Nanganallur", CHENNAI, 600061, TAMIL NADU, PPN, [044]22333377/22317102
5523,KASTURI HOSPITAL - Chennai,"119, Shanmugam Rd,, Tambaram West", CHENNAI, 600045, TAMIL NADU, PPN, [044]22263573/22263752
5524,BILLROTH HOSPITALS LIMITED - Chennai,"43, Lakshmi Talkies Road, Off. Poonamalle High Road, Shenoy Nagar", CHENNAI, 600030, TAMIL NADU, PPN, [044]26641777 / 2664102
5525,DR. RAVISHANKARS EYE CLINIC AND NURSING HOME - Chennai,"No. 11, Hunters Road, Vedery", CHENNAI, 600112, TAMIL NADU, Other, [044]25323128 / 09841277742
5526,S. B. S. HOSPITAL PVT LTD - Hosur,13/80 Tank Street, HOSUR, 635109, TAMIL NADU, PPN, [04344]242555
5527,AMMAYI EYE CARE CENTRE - Chennai,"New No-80, , 7th Avenue, Ashok Nagar", CHENNAI, 600083, TAMIL NADU, Other, [044]24896175
5528,MAYA NURSING HOME PVT. LTD. - Chennai,"B - 225, 15th Avenue, Ashoke Nagar", CHENNAI, 600083, TAMIL NADU, PPN, [044]24891817 / 09444787370
5529,KANCHI KAMAKOTI CHILDS TRUST HOSPITAL ( A UNIT OF THE CHILDS TRUST)-CHENNAI,"12 A , NAGESWARA ROAD, NUNGAMBAKKAM", CHENNAI, 600034, TAMIL NADU, Other, [044]42001800
5530,BETHEL HOSPITAL PVT. LTD. - Coimbatore,"223, Dr. Rajendra Prasad Road (100 Feet Road), Gandhipuram", COIMBATORE, 641012, TAMIL NADU, Other, [0422]249009
5531,N .R. P. HOSPITAL - Coimbatore,Sundarapuram, COIMBATORE, 641024, TAMIL NADU, Other, [0422]2673979 / 2672886
5532,AVSS HOSPITAL ADVANCED TRAUMA CENTRE - Madurai,"32, A, Kurivikkaran Salai", MADURAI, 625009, TAMIL NADU, Other, [0452]2326111/ 2326112/ 4383112 / 0983052424
5533,AARTHY EYE HOSPITAL - Karur,"16/62, Sengunthapuram Main Rd", KARUR, 639002, TAMIL NADU, Other, [04324]233163
5534,DR. RADHA RAJENDRAN NURSING HOME PVT. LTD - Chennai,"New No -9,Vembuliamman Koil Street,, Alandpur", CHENNAI, 600016, TAMIL NADU, Other, [044]22336877
5535,"DR.AGARWAL'S EYE HOSPITAL LTD - Bangalore Main Road,Hosur","No.72/3,", HOSUR, 635109, TAMIL NADU, Other, [04344]242233
5536,VASAN EYE CARE HOSPITAL - Erode,"# 285 / 1, E. V. Nanjappa Raod", ERODE, 638009, TAMIL NADU, PPN, [0424]4272100 / 4272200 / 09944480915
5537,CHENNAI KRISHNA HOSPITAL - Chennai,"297, Gst Raod, Chromepet", CHENNAI, 600044, TAMIL NADU, Other, [044]64534400 / 64534401
5538,ARUN HOSPITAL - POLLACHI,"88, New Scheme Road, Pollachi", POLLACHI, 642002, TAMIL NADU, PPN, [04259]223555/ 226436
5539,SRI RANGA HOSPITAL - Chennai,"No-04/30, Devnathan Road, Mandaveli", CHENNAI, 600028, TAMIL NADU, Other, [044]24937060/3751
5540,DR.BHATS EYE HOSPITAL - Chennai,"Vijaya Complex, No. 1 M.T. H. Raod,, Ambattur,", CHENNAI, 600053, TAMIL NADU, Other, [044]26581566
5541,DR. MOHANS MV DIABETES SPECIALITIES CENTRE - Chennai,"6b, Conran Smith Road, Gopalapuram", CHENNAI, 600086, TAMIL NADU, Other, [044]43968888
5542,ESWARI NURSING HOME - Chennai,"1/254, 10 Th Street, S.R.P.Colony", CHENNAI, 600082, TAMIL NADU, Other, [044]25508343 / 25505707
5543,"CITY HOSPITAL, PAVALAM TRAUMA CENTRE - Dindigul","4 / 361 , Trichi Road, Gandhiji Nagar", DINDIGUL, 624005, TAMIL NADU, Other, [0451]2436060 / 2435050
5544,SURYA HOSPITALS - Hosur,"7 Tank Street, Krishnagiri", HOSUR, 635109, TAMIL NADU, Other, [04344]220405 / 221405
5545,K R. HEALTH CARE PVT. LTD - Coimbatore,"Mettupalayam Road, Perainiacken Palayam", COIMBATORE, 641020, TAMIL NADU, PPN, [0422]2692222/2692223
5546,SAMPAT NURSING HOME - Chennai,"4, Nachiappa S6,, Mylappore", CHENNAI, 600004, TAMIL NADU, Other, [044]24981630 / 24980578
5547,KOUSHIKA HOSPITAL - Coimbatore,"135 -A, Saradha Mill Road, Sundarapuram", COIMBATORE, 641024, TAMIL NADU, PPN, [0422]6540044/2673500/2674500
5548,MANIPAL HOSPITAL - Salem,Salem - Bangalore Highway, SALEM, 636012, TAMIL NADU, Other, [0427]2346600
5549,DR. JEYASEKHARAN HOSPITAL AND NURSING HOME - Nagercoil,"K P Road,", NAGERCOIL, 629003, TAMIL NADU, Other, [04652]230020
5550,DEEPA HOSPITAL - TIRUPUR,"No. 52, Stanes 2nd Street", TIRUPUR, 641602, TAMIL NADU, PPN, [0421]2242225
5551,SRI KUMAR HOSPITAL - COIMBATORE,"5 / 19 F, PEONS COLONY, KAVUNDAMPALAYAM, METTUPALAYAM ROAD", COIMBATORE, 641030, TAMIL NADU, PPN, [0422]0422-2448462
5552,PPK HOSPITAL - Marthandam,"# 3 / 34D, Main Road ,", KANYAKUMARI, 629165, TAMIL NADU, PPN, [04651]270135 / 273245
5553,APOLLO CHILDRENS HOSPITAL - Chennai,"No. 15, Shafi Mohammed Road,", CHENNAI, 600006, TAMIL NADU, Other, [044]28296262
5554,REX ORTHO HOSPITAL - COIMBATORE,"43, RR LAYOUT, RS PURAM", COIMBATORE, 641002, TAMIL NADU, Other, [422]2542542/2542543
5555,VASANTHAM HEALTH CENTRE (P) LTD - Nagercoil,Dennison Road, NAGERCOIL, 629001, TAMIL NADU, PPN, [04652]222526 / 222626
5556,B.M. ORTHOPAEDIC HOSPITAL - Chennai,"3/157.M.T.H.ROAD,AMBATTUR", CHENNAI, 600053, TAMIL NADU, PPN, [044]26570707
5557,GLOBAL HOSPITALS & HEALTH CITY - Chennai,"439, Cheran Nagar , Perumbakkam", CHENNAI, 600100, TAMIL NADU, PPN, [044]22777000
5558,VISHNU ENT HOSPITAL - Coimbatore,"109, N.S.R. Road, Near Pullamaram Bus Stop", COIMBATORE, 641011, TAMIL NADU, PPN, [0422]2446049
5559,LOTUS HOSPITAL AND RESERCH CENTRE - Erode,"90, Thayumanava Syundaram Road, Poondurai Main Road", ERODE, 638002, TAMIL NADU, Other, [0424]2282828
5560,SARASWATHY SPECIALITY HOSPITALS - Chennai,"92 / A, Bazar Road, Sadasivam Nagar, Madiparakkam", CHENNAI, 600091, TAMIL NADU, PPN, [044]65389627 /635389621
5561,"BRS HOSPITAL PVT. LTD - Nungambakkam, Chennai","No. 28, Cathedral Gardens Road, Nungambakkam, Hotel Palmgrove Valluvarkottam", CHENNAI, 600034, TAMIL NADU, PPN, [044]30414200/30/50
5562,SRI SAKTHI HOSPITAL - Tirunelveli,"48 F,St.Xavier Colony, South Bypass Road Tirunelveli-627005 Tamilnadu", TIRUNELVELI, 627005, TAMIL NADU, PPN, [0462]2501075
5563,VASAN EYE CARE HOSPITAL - KUMBAKONAM,"No:23/38, Nageswaran East Street,", KUMBAKONAM, 612001, TAMIL NADU, PPN, [0435]2430900
5564,GITANJALI MEDICAL CENTER - Tiruchirapalli,"No. 5, Vayaloor Road, Opp. Bishop Heber College Ground, Near Puthur Nal Road, Puthur", TRICHY, 620017, TAMIL NADU, PPN, [0431]2776600 (29 lines)
5565,HANNAH JOSEPH HOSPITAL PVT LTD- MADURAI,"R.S. NO. 115/3B2 & 116/1A2, MADURAI - TUTICORIN RING ROAD (NH-7), NEAR TO CHINTHAMANI TOLL GATE, MADURAI, TAMILNADU - 625009", MADURAI, 625009, TAMIL NADU, PPN, [0452]0452-3505151(30 lines)
5566,FORTIS MALAR HOSPITAL LTD.-CHENNAI,"No. 52, First Main Road", CHENNAI, 600020, TAMIL NADU, Other, [044]42892222
5567,"VASAN EYE CARE HOSPITAL - R.S.PURAM,COIMBATORE","81/83, T.V.Sami Road West,", COIMBATORE, 641002, TAMIL NADU, PPN, [0422]4089000
5568,ANJAKHA HOSPITAL - Chennai,"23,medavakkam main road,Madipakkam,", CHENNAI, 600091, TAMIL NADU, PPN, [044]22470405
5569,DR.G. C. HOSPITAL,"No. - 3, North Pradakshanam Road", KARUR, 639001, TAMIL NADU, PPN, [04324]231010/232020
5570,SHETTY HOSPITAL - Udumalpet,"31 , Sarvana Pillai Street", UDAMALPET, 642126, TAMIL NADU, PPN, [04252]224244
5571,VASAN EYE CARE HOSPITAL - TUTICORIN,"258-B, V.E.Road,", TUTICORIN, 628003, TAMIL NADU, PPN, [0461]4089000
5572,"DR.AGARWAL'S EYE HOSPITAL LTD - Mandarakuppam,Neyvli","No:47, Cuddalore Main Road", NEYVELI, 607802, TAMIL NADU, Other, [04142]262233
5573,"DR.AGARWAL'S EYE HOSPITAL LTD - Vannarpet,Tirunelveli","Landmark towers, 10/1/1-5", TIRUNELVELI, 627003, TAMIL NADU, Other, [0462]2501818
5574,VASAN EYE CARE HOSPITAL - KARUR,"No.121, Sakthi Plaza,", KARUR, 639002, TAMIL NADU, PPN, [04324]249000
5575,"VIJAYA MEDICAL & EDUCATIONAL TRUST - CHENNAI (UNIT OF VIJAYA HOSPITAL,HEART FOUNDATION & HEALTH CENT","180/323 & 175 N.S.K. SALAI VADAPALANI,CHENNAI", CHENNAI, 600026, TAMIL NADU, PPN, [044]66616661 / 66646600
5576,"VASAN EYE CARE HOSPITAL- CHROMPET,Chennai","No.286, G.S.T Road", CHENNAI, 600044, TAMIL NADU, PPN, [044]43400510
5577,"DR.AGARWAL'S EYE HOSPITAL LTD- AshokNagar,Chennai","Old No. 20,New No. 33, 7th avenue(New GRT School)", CHENNAI, 600083, TAMIL NADU, Other, [044]24717721
5578,"VASAN EYE CARE HOSPITAL - KATTUR,Trichy","No:77/4-B, Vignes Nagar,", TRICHY, 620019, TAMIL NADU, PPN, [0431]3989000
5579,DIVYA HOSPITAL - TIRUPUR,"#5(1),THENNAMPALAYAM MAIN ROAD", TIRUPUR, 641604, TAMIL NADU, PPN," [421]2217300,2214287"
5580,"DR.AGARWAL'S EYE HOSPITAL LTD - Palayamkottai Main Road,Tuticorin",No:138/4, TUTICORIN, 628003, TAMIL NADU, Other, [0461]2375777
5581,"DR.AGARWAL'S EYE HOSPITAL LTD - Triplicane,Chennai","No. 360, Triplicane High Road", CHENNAI, 600005, TAMIL NADU, Other, [044]28487555
5582,DR.AGARWAL'S EYE HOSPITAL LTD-Erode,"No:397/1,", ERODE, 638011, TAMIL NADU, Other, [0424]2223666
5583,VASAN EYE CARE HOSPITAL - DINDUGUL,"3-A-6 RAILWAY STATION ROAD,", DINDIGUL, 624001, TAMIL NADU, PPN, [0451]3989000
5584,SANGEETHA NURSING HOME - TIRUPUR,"2/585-C,Hare Rama Hare Krishna Nagar", TIRUPUR, 641687, TAMIL NADU, PPN, [0421]2261915
5585,DEVAKI SPECIALITY HOSPITAL - MADURAI,"26-THENI MAIN ROAD, ARASARADI, KALAVASAL SIGNAL", MADURAI, 625016, TAMIL NADU, PPN, [0452]228884142
5586,"DR.AGARWAL'S EYE HOSPITAL LTD - Officers Line,Vellore",No:19/1, VELLORE, 632001, TAMIL NADU, Other, [0416]2223968
5587,"DR.AGARWAL'S EYE HOSPITAL LTD - Nethaji By Pass Road,Dharampuri","136, Ist Floor", DHARMAPURI, 636701, TAMIL NADU, Other, [04342]269555
5588,"DR.AGARWAL'S EYE HOSPITAL LTD, Periyar Nagar-Chennai","B-63, Siva Elango Salai(70 Feet Road)", CHENNAI, 600082, TAMIL NADU, Other, [044]25507755
5589,VASAN EYE CARE HOSPITAL - PERAMBALUR,"No.183, A-NHB Road,", PERAMBALUR, 621212, TAMIL NADU, PPN, [04328]277726
5590,VASAN EYE CARE HOSPITAL - KARAIKUDI,"no.16, Sukkanendal village Managiri,", KARAIKUDI, 630307, TAMIL NADU, PPN, [0452]4089000
5591,"VASAN EYE CARE HOSPITAL - PONMENIPUTUR,Madurai","No:72/128,A.V.A.R Plaza,", MADURAI, 625106, TAMIL NADU, PPN, [0452]4089200
5592,VASAN EYE CARE HOSPITAL - POLLACHI,"KA complex, 32, New Scheme Road,", POLLACHI, 642001, TAMIL NADU, PPN, [04259]3989000
5593,VASAN EYE CARE HOSPITAL - TIRUPUR,"No.83, Perumanallur Road,", TIRUPUR, 641602, TAMIL NADU, PPN, [0421]3989000
5594,VASAN EYE CARE HOSPITAL - VELLORE,"No.30 /1, Officers Lane,", VELLORE, 632001, TAMIL NADU, PPN, [0416]4215555
5595,DR.AGARWAL'S EYE HOSPITAL LTD - Porur-Chennai,"76/2, Arcot Road", CHENNAI, 600116, TAMIL NADU, Other, [044]24767787/ 43513232
5596,VASAN EYE CARE HOSPITAL - HOSUR,"8o Ft Rd,Bangalore Bypass Road,", HOSUR, 635109, TAMIL NADU, PPN, [04344]3989000
5597,NICHANIS HOSPITAL - Royapuram,"10, Arthoon Road, Royapuram", CHENNAI, 600013, TAMIL NADU, PPN, [44]9444461597
5598,"DR.AGARWAL'S EYE HOSPITAL LTD - Kamaraj Nagar, Chennai","No.3, Ist Flr, Main Road", CHENNAI, 600071, TAMIL NADU, Other, [044]26551166
5599,"DR.AGARWAL'S EYE HOSPITAL LTD - Trichy Trunk Road,Villupuram","19, Tricy Trunk Road", VILLUPURAM, 605602, TAMIL NADU, Other, [04146]227556
5600,"VASAN EYE CARE HOSPITAL- NEELANKARAI,Chennai","No.20, Thamirabarani Towers,", CHENNAI, 600041, TAMIL NADU, PPN, [044]39890700
5601,"VASAN EYE CARE HOSPITAL - THUDIYALUR,COIMBATORE",Nanjammas building 1/80-1, COIMBATORE, 641034, TAMIL NADU, PPN, [0422]3989030
5602,VASAN EYE CARE HOSPITAL - THENI,"440 & 440 A, NEHRUJI ROAD,", THENI, 625531, TAMIL NADU, PPN, [0454]6309000
5603,"VASAN EYE CARE HOSPITAL - LAXMI MILLS,COIMBATORE","No.777, Puliyakulam Road,", COIMBATORE, 641037, TAMIL NADU, PPN, [0422]3989000
5604,"DR.AGARWAL'S EYE HOSPITAL LTD - 3rd Avenue, Chennai","Krishna Towers No:107, A block", CHENNAI, 600102, TAMIL NADU, Other, [044]26215977
5605,VELAN EYE HOSPITAL - Karur,98/31/1000J Covai Road, KARUR, 639002, TAMIL NADU, PPN, [04324]240274
5606,"VASAN EYE CARE HOSPITAL- POONAMALLE,CHENNAI","No.780, Trunk Road", KANCHIPURAM, 600056, TAMIL NADU, PPN, [044]37890300
5607,ATLAS HOSPITALS -TIRUCHIRAPALLI,"34/1,FIRST CROSS,VN NAGAR, KARUR ROAD,TIRUCHIRAPALLI,NEAR YAMAHA SHOW ROOM,", TRICHY, 620002, TAMIL NADU, PPN, [431]2701248
5608,PONNI HOSPITAL - PALLADAM,"42-1,Chettipalayam Road", PALLADAM, 641664, TAMIL NADU, PPN, [04255]256262
5609,"VASAN EYE CARE HOSPITAL-Vadapalani,Chennai","No: 154/2, Arcot Road,", CHENNAI, 600026, TAMIL NADU, PPN, [044]43400712
5610,SRINIVAS EYE HOSPITAL - CHENNAI,"335, THIRUVALLUR SALAI, PANNEER NAGAR,(NEAR DAV GIRLS SCHOOL)", CHENNAI, 600037, TAMIL NADU, Other, [044]43550111
5611,R.P.S. HOSPITAL - Salem,3/392-C SK Nagar, SALEM, 636201, TAMIL NADU, PPN, [0427]2467644/2565521
5612,"DR.AGARWAL'S EYE HOSPITAL LTD - Gopalapuram, Chennai","31, Ist Street, Gopalapuram", CHENNAI, 600086, TAMIL NADU, Other, [044]28112811
